Customer ID,Gender,Age,Married,Number of Dependents,City,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Revenue,Customer Status,Churn Reason
1596-BBVTG,Male,53,No,0,San Dimas,34.102119,-117.815532,0,35,Offer C,Yes,Yes,Yes,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,Credit Card,75.35,2636.05,0.0,0,3512.45,Churned,Poor expertise of online support
1597-FZREH,Female,39,No,0,Shoshone,35.924252,-116.188668,0,2,Offer E,Yes,No,Yes,DSL,25.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,76.4,160.8,0.0,0,244.08,Churned,Lack of affordable download/upload speed
1602-IJQQE,Female,42,No,0,Whittier,33.972119,-118.020188,0,4,Offer E,Yes,Yes,Yes,Fiber Optic,9.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,75.35,338.1,0.0,0,454.54,Churned,Competitor had better devices
1612-EOHDH,Female,29,No,0,Pacoima,34.255442,-118.421314,0,1,Offer E,Yes,No,Yes,DSL,69.0,No,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,45.15,45.15,0.0,0,76.07,Churned,Attitude of support person
1658-BYGOY,Male,71,No,3,Los Angeles,34.108833,-118.229715,0,18,Offer D,Yes,Yes,Yes,Fiber Optic,52.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,95.45,1752.55,45.61,0,1910.88,Churned,Competitor made better offer
1670-SVOWZ,Female,57,Yes,0,Mira Loma,33.999992,-117.535395,1,14,Offer D,Yes,No,Yes,Fiber Optic,3.0,No,Yes,No,Yes,Yes,No,Month-to-Month,Credit Card,89.65,1208.35,0.0,120,1435.03,Churned,Competitor had better devices
1678-FYZOW,Female,28,No,0,Sacramento,38.685069,-121.543709,0,3,Offer E,Yes,No,Yes,Fiber Optic,76.0,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,79.4,244.65,0.0,0,384.45,Churned,Competitor offered higher download speeds
1699-HPSBG,Male,44,No,0,Palm Springs,33.745746,-116.514215,0,12,Offer D,Yes,No,Yes,Cable,23.0,No,No,Yes,No,No,Yes,One Year,Bank Withdrawal,59.8,727.8,0.0,0,843.0,Churned,Competitor offered higher download speeds
1731-TVIUK,Female,47,No,0,Temecula,33.507255,-117.029473,0,4,Offer E,Yes,Yes,Yes,Fiber Optic,4.0,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,93.5,362.2,0.0,0,391.76,Churned,Competitor made better offer
1750-CSKKM,Male,40,No,3,Imperial Beach,32.579134,-117.119009,0,9,Offer E,Yes,No,Yes,DSL,27.0,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,55.35,449.75,0.0,0,818.93,Churned,Competitor had better devices
1771-OADNZ,Male,70,Yes,0,Pauma Valley,33.313828,-116.940501,1,29,Offer C,Yes,Yes,Yes,Fiber Optic,21.0,No,Yes,No,Yes,Yes,No,Month-to-Month,Bank Withdrawal,95.9,2745.2,0.0,50,3821.22,Churned,Extra data charges
1792-UXAFY,Female,80,No,0,San Jose,37.34667,-121.910019,0,17,Offer D,Yes,No,Yes,Fiber Optic,28.0,No,Yes,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,89.15,1496.9,0.0,0,2013.19,Churned,Service dissatisfaction
1794-HBQTJ,Female,22,No,0,Corcoran,36.04533,-119.532424,0,1,Offer E,Yes,No,Yes,Cable,52.0,Yes,No,No,No,No,Yes,Month-to-Month,Credit Card,48.6,48.6,0.0,0,55.14,Churned,Poor expertise of phone support
1820-TQVEV,Male,27,No,0,Madera,37.004068,-119.930027,0,1,Offer E,Yes,No,Yes,Fiber Optic,48.0,No,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,69.55,69.55,0.0,0,118.98,Churned,Attitude of support person
1833-VGRUM,Female,70,No,0,Perris,33.787298,-117.320676,0,1,Offer E,Yes,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,74.2,74.2,0.0,0,123.15,Churned,Price too high
1842-EZJMK,Male,28,Yes,0,Orangevale,38.689174,-121.218435,1,50,Offer B,Yes,Yes,Yes,Fiber Optic,69.0,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,103.7,5071.05,36.61,0,6741.44,Churned,Competitor had better devices
1866-RZZQS,Male,77,No,0,Redlands,34.003243,-117.138286,0,41,Offer B,Yes,Yes,Yes,Fiber Optic,21.0,No,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,98.4,4187.75,0.0,0,5912.21,Churned,Competitor had better devices
1867-BDVFH,Male,35,Yes,0,Los Angeles,33.987945,-118.370442,1,11,Offer D,Yes,Yes,Yes,Fiber Optic,19.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,74.35,834.2,0.0,0,934.74,Churned,Competitor made better offer
1875-QIVME,Female,26,Yes,3,Tujunga,34.296574,-118.244839,1,2,Offer E,Yes,Yes,Yes,Fiber Optic,53.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,104.4,242.8,45.44,0,220.38,Churned,Attitude of support person
1902-XBTFB,Male,39,No,0,North Hollywood,34.207295,-118.400022,0,22,Offer D,Yes,No,Yes,Fiber Optic,12.0,No,Yes,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,89.4,2001.5,0.0,0,2872.26,Churned,Lack of self-service on Website
1965-AKTSX,Female,65,No,0,Byron,37.83323,-121.601461,0,14,Offer D,Yes,Yes,Yes,Fiber Optic,6.0,No,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,78.95,1101.85,0.0,0,1330.89,Churned,Competitor made better offer
1984-FCOWB,Female,21,Yes,0,Templeton,35.536115,-120.739231,1,70,Offer A,Yes,Yes,Yes,Fiber Optic,59.0,No,Yes,Yes,Yes,Yes,No,One Year,Bank Withdrawal,109.5,7674.55,0.0,150,10756.15,Churned,Attitude of service provider
2003-CKLOR,Male,62,No,0,Igo,40.524535,-122.647172,0,66,Offer A,Yes,No,Yes,Cable,26.0,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,99.5,6710.5,0.0,0,8414.62,Churned,Moved
2004-OCQXK,Female,44,No,0,Merced,37.40122,-120.514191,0,1,Offer E,Yes,No,Yes,Fiber Optic,16.0,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,81.95,81.95,0.0,0,126.89,Churned,Competitor had better devices
2012-NWRPA,Female,78,Yes,0,Modesto,37.672906,-120.946594,1,11,Offer D,Yes,Yes,Yes,Fiber Optic,14.0,No,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,99.55,1131.2,0.0,0,1145.28,Churned,Competitor made better offer
2024-BASKD,Female,23,No,0,Exeter,36.301689,-119.018233,0,1,Offer E,Yes,No,Yes,Fiber Optic,47.0,No,No,No,No,No,No,Month-to-Month,Mailed Check,74.6,74.6,0.0,10,106.76,Churned,Competitor offered more data
2034-GDRCN,Female,47,No,0,San Diego,32.85723,-117.209774,0,2,Offer E,Yes,No,Yes,Fiber Optic,8.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,90.4,168.2,0.0,0,189.26,Churned,Don't know
2037-XJFUP,Male,24,Yes,0,Temecula,33.507255,-117.029473,1,33,Offer C,Yes,No,Yes,Fiber Optic,41.0,No,No,Yes,Yes,Yes,No,One Year,Bank Withdrawal,95.8,3036.75,0.0,60,4476.15,Churned,Competitor made better offer
2055-PDADH,Female,71,No,0,Big Bend,41.096569,-121.879082,0,3,Offer E,Yes,No,Yes,Fiber Optic,3.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,70.4,204.7,0.0,0,211.48,Churned,Don't know
2057-ZBLPD,Female,50,Yes,0,Los Gatos,37.233034,-121.947427,3,21,Offer D,Yes,Yes,Yes,Fiber Optic,29.0,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,86.5,1808.7,0.0,0,2695.32,Churned,Competitor offered more data
2058-DCJBE,Male,32,No,0,Los Angeles,34.065875,-118.238728,0,5,Offer E,Yes,No,Yes,Fiber Optic,5.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,69.75,324.6,0.0,0,480.3,Churned,Competitor had better devices
2070-FNEXE,Female,77,No,2,Pasadena,34.159007,-118.087353,0,7,Offer E,Yes,No,Yes,Fiber Optic,18.0,Yes,No,No,No,No,No,Month-to-Month,Bank Withdrawal,76.45,503.6,11.05,0,681.2,Churned,Lack of affordable download/upload speed
2074-GKOWZ,Male,49,Yes,0,Novato,38.112166,-122.634384,1,2,Offer E,Yes,No,Yes,Fiber Optic,23.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,89.55,185.55,0.0,0,203.27,Churned,Competitor had better devices
2082-CEFLT,Male,31,No,0,San Diego,32.787836,-117.232376,0,1,Offer E,Yes,No,Yes,DSL,24.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,45.6,45.6,0.0,0,57.33,Churned,Competitor made better offer
2114-MGINA,Female,57,No,0,Rio Vista,38.148862,-121.737696,0,14,Offer D,Yes,No,Yes,Fiber Optic,29.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Credit Card,89.8,1129.1,0.0,0,1273.3,Churned,Attitude of support person
2135-RXIHG,Male,63,No,0,Carson,33.822295,-118.26411,0,1,Offer E,Yes,No,Yes,Cable,24.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,45.65,45.65,0.0,0,59.77,Churned,Competitor had better devices
2141-RRYGO,Female,51,No,0,Camino,38.748316,-120.675512,0,4,Offer E,Yes,No,Yes,DSL,23.0,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,68.65,261.25,0.0,0,303.81,Churned,Poor expertise of online support
2150-UWTFY,Female,21,Yes,3,San Mateo,37.556634,-122.317723,1,22,Offer D,Yes,No,Yes,DSL,30.0,Yes,Yes,No,No,No,No,Month-to-Month,Credit Card,61.15,1422.05,0.0,80,2447.61,Churned,Service dissatisfaction
2154-KVJFF,Female,42,No,0,Stevinson,37.316807,-120.855753,0,15,Offer D,Yes,Yes,Yes,Fiber Optic,21.0,No,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,79.75,1111.85,0.0,0,1754.3,Churned,Limited range of services
2157-MXBJS,Male,20,Yes,0,Calistoga,38.629618,-122.593216,1,13,Offer D,Yes,Yes,Yes,Cable,82.0,No,No,Yes,Yes,Yes,Yes,One Year,Credit Card,75.3,989.45,0.0,0,1525.31,Churned,Network reliability
2207-NHRJK,Male,58,No,0,Carmel,36.460611,-121.852507,0,1,Offer E,Yes,No,Yes,DSL,27.0,No,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,50.8,50.8,0.0,0,52.08,Churned,Competitor had better devices
2225-ZRGSG,Female,38,Yes,0,Piru,34.432843,-118.730106,1,70,Offer A,Yes,Yes,Yes,Fiber Optic,14.0,Yes,Yes,No,No,No,Yes,Two Year,Bank Withdrawal,93.9,6579.05,0.0,0,6962.65,Churned,Long distance charges
2237-ZFSMY,Female,29,No,0,Riverdale,36.452211,-119.94575,0,39,Offer C,Yes,No,Yes,Fiber Optic,71.0,Yes,No,Yes,No,Yes,Yes,One Year,Bank Withdrawal,95.55,3692.85,0.0,0,3867.57,Churned,Attitude of service provider
2239-JALAW,Male,20,No,0,Escondido,33.141265,-116.967221,0,58,Offer B,Yes,Yes,Yes,Fiber Optic,47.0,No,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,103.25,6017.65,0.0,0,8598.65,Churned,Competitor made better offer
2276-YDAVZ,Female,63,No,0,San Diego,32.961064,-117.134917,0,3,Offer E,Yes,Yes,Yes,Fiber Optic,10.0,No,No,No,No,No,Yes,Month-to-Month,Credit Card,75.1,270.7,0.0,0,350.26,Churned,Competitor made better offer
2321-OMBXY,Female,55,Yes,0,San Diego,32.85723,-117.209774,1,38,Offer C,Yes,No,Yes,DSL,19.0,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Credit Card,80.3,3058.65,0.0,0,4659.97,Churned,Don't know
2325-ZUSFD,Female,46,Yes,0,Irvine,33.720359,-117.733655,1,57,Offer B,Yes,No,Yes,DSL,7.0,Yes,No,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,70.1,3913.3,0.0,0,6002.35,Churned,Network reliability
2359-KMGLI,Male,52,No,0,Running Springs,34.186211,-117.07683,0,24,Offer C,Yes,Yes,Yes,Fiber Optic,20.0,No,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,80.25,1861.5,0.0,0,3044.7,Churned,Competitor had better devices
2362-IBOOY,Male,22,No,0,San Diego,32.886925,-117.152162,0,36,Offer C,Yes,Yes,Yes,Fiber Optic,42.0,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,84.75,3050.15,0.0,0,4633.07,Churned,Competitor made better offer
2369-UAPKZ,Male,43,No,0,Meadow Vista,39.003358,-121.022539,0,5,Offer E,Yes,Yes,Yes,Fiber Optic,8.0,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Mailed Check,104.1,541.9,0.0,0,736.35,Churned,Moved
2372-HWUHI,Male,45,No,0,Lakewood,33.840524,-118.148403,0,2,Offer E,Yes,No,Yes,DSL,3.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,44.35,81.25,0.0,0,174.93,Churned,Don't know
2379-ENZGV,Male,61,No,0,San Diego,32.886925,-117.152162,0,6,Offer E,Yes,No,Yes,Fiber Optic,12.0,No,Yes,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,84.85,523.5,0.0,0,759.42,Churned,Competitor made better offer
2382-BCKQJ,Female,41,No,0,Escondido,33.141265,-116.967221,0,62,Offer B,Yes,Yes,Yes,Fiber Optic,15.0,No,No,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,100.15,6413.65,0.0,0,8433.61,Churned,Competitor made better offer
2391-SOORI,Male,40,No,1,Big Bear City,34.278967,-116.773825,0,4,Offer E,Yes,No,Yes,DSL,27.0,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,49.35,219.65,0.0,0,323.81,Churned,Lack of self-service on Website
2403-BCASL,Male,66,Yes,0,Santa Ana,33.766004,-117.786763,1,41,Offer B,Yes,Yes,Yes,Cable,29.0,No,Yes,Yes,Yes,No,Yes,One Year,Bank Withdrawal,111.95,4534.9,0.0,0,6381.54,Churned,Don't know
2408-TZMJL,Male,43,Yes,0,Gualala,38.848082,-123.50608,1,59,Offer B,Yes,Yes,Yes,Fiber Optic,26.0,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,110.15,6448.05,0.0,0,7787.94,Churned,Network reliability
2433-KMEAS,Male,62,No,0,Dublin,37.713926,-121.928425,0,22,Offer D,Yes,Yes,Yes,DSL,7.0,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,54.45,1127.35,0.0,0,1287.51,Churned,Don't know
2446-PLQVO,Male,32,No,0,Santa Clarita,34.502432,-118.41459,0,1,Offer E,Yes,No,Yes,Fiber Optic,7.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,70.3,70.3,0.0,0,75.97,Churned,Don't know
2454-RPBRZ,Female,67,Yes,0,Catheys Valley,37.394411,-120.127262,1,12,Offer D,Yes,Yes,Yes,Fiber Optic,27.0,No,Yes,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,98.1,1060.2,49.06,0,1378.7,Churned,Service dissatisfaction
2479-BRAMR,Male,74,Yes,0,Murphys,38.147852,-120.440124,1,41,Offer B,Yes,Yes,Yes,Fiber Optic,18.0,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,83.75,3273.55,0.0,0,5152.99,Churned,Competitor offered more data
2506-CLAKW,Female,20,No,0,Ventura,34.279221,-119.221437,0,6,Offer E,Yes,No,Yes,Fiber Optic,26.0,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,98.15,567.45,0.0,0,689.01,Churned,Attitude of support person
2514-GINMM,Male,60,No,0,Dana Point,33.477923,-117.705314,0,1,Offer E,Yes,No,Yes,Fiber Optic,23.0,No,No,Yes,No,No,No,Month-to-Month,Bank Withdrawal,79.5,79.5,0.0,0,128.47,Churned,Attitude of service provider
2519-FAKOD,Male,30,No,0,Tehachapi,35.073777,-118.652112,0,38,Offer C,Yes,Yes,Yes,Fiber Optic,85.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,99.25,3777.15,0.0,0,4965.41,Churned,Competitor had better devices
2530-ENDWQ,Female,55,Yes,0,Rio Dell,40.485849,-124.163234,2,71,Offer A,Yes,Yes,Yes,Fiber Optic,17.0,No,No,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,93.7,6585.35,0.0,0,9462.27,Churned,Competitor offered more data
2533-QVMSK,Male,46,Yes,0,March Air Reserve Base,33.888323,-117.277533,9,61,Offer B,Yes,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,No,No,Yes,Two Year,Bank Withdrawal,94.1,5638.3,0.0,0,7281.64,Churned,Competitor offered more data
2575-GFSOE,Female,25,Yes,0,Graton,38.434362,-122.86891,1,7,Offer E,Yes,No,Yes,Fiber Optic,73.0,No,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,69.0,506.9,0.0,0,569.55,Churned,Attitude of service provider
2612-RANWT,Female,24,No,0,Mount Laguna,32.830852,-116.444601,0,12,Offer D,Yes,Yes,Yes,Fiber Optic,47.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,100.15,1164.3,0.0,0,1530.78,Churned,Price too high
2612-RRIDN,Male,25,No,0,Westwood,40.271535,-121.018087,0,4,Offer E,Yes,No,Yes,Fiber Optic,59.0,No,No,Yes,No,Yes,No,Month-to-Month,Bank Withdrawal,81.0,340.85,0.0,50,477.33,Churned,Limited range of services
2626-URJFX,Male,55,Yes,3,Termo,41.027281,-120.669427,1,4,Offer E,Yes,Yes,Yes,DSL,57.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,50.9,225.6,0.0,0,259.92,Churned,Network reliability
2636-ALXXZ,Female,68,No,0,Tahoe Vista,39.24124,-120.054765,0,1,Offer E,Yes,No,Yes,Fiber Optic,10.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,69.6,69.6,0.0,0,115.4,Churned,Poor expertise of online support
2642-DTVCO,Male,68,No,0,Chualar,36.596271,-121.442274,0,9,Offer E,Yes,Yes,Yes,Fiber Optic,6.0,No,No,No,Yes,No,No,Month-to-Month,Bank Withdrawal,85.05,746.5,0.0,30,886.12,Churned,Attitude of service provider
2645-QTLMB,Male,22,No,0,Bloomington,34.059722,-117.39104,0,7,Offer E,Yes,No,Yes,Fiber Optic,69.0,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,94.25,669.0,0.0,0,753.35,Churned,Network reliability
2656-FMOKZ,Female,70,No,2,Pasadena,34.139402,-118.128658,0,15,Offer D,Yes,Yes,Yes,Fiber Optic,19.0,No,No,No,No,No,Yes,Month-to-Month,Mailed Check,74.45,1145.7,0.0,0,1806.75,Churned,Limited range of services
2657-ALMWY,Female,65,Yes,0,Simi Valley,34.269449,-118.768471,1,26,Offer C,Yes,No,Yes,Fiber Optic,3.0,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,84.95,2169.75,0.0,0,2644.51,Churned,Price too high
2659-VXMWZ,Male,58,Yes,0,Newport Coast,33.603282,-117.821841,0,67,Offer A,Yes,Yes,Yes,Fiber Optic,21.0,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,111.3,7482.1,0.0,0,9441.18,Churned,Attitude of support person
2660-EMUBI,Male,71,No,0,Escondido,33.141265,-116.967221,0,10,Offer D,Yes,Yes,Yes,Fiber Optic,14.0,No,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,95.35,898.35,0.0,0,1312.05,Churned,Competitor made better offer
2691-NZETQ,Male,28,No,0,San Jose,37.277592,-121.986477,0,9,Offer E,Yes,Yes,Yes,Fiber Optic,58.0,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,85.35,758.6,0.0,0,1200.86,Churned,Competitor offered higher download speeds
2718-GAXQD,Female,68,Yes,3,Fallbrook,33.362575,-117.299644,1,4,Offer E,Yes,No,Yes,Cable,52.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,46.0,181.6,0.0,0,350.12,Churned,Competitor made better offer
2720-WGKHP,Male,65,No,0,Sloughhouse,38.470423,-121.114897,0,2,Offer E,Yes,Yes,Yes,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,94.0,181.7,0.0,0,223.68,Churned,Don't know
2722-JMONI,Female,73,Yes,0,Escondido,33.079834,-117.134275,1,1,Offer E,Yes,No,Yes,Cable,9.0,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,49.55,49.55,0.0,0,73.79,Churned,Limited range of services
2725-KXXWT,Male,26,Yes,0,Vallejo,38.161321,-122.271588,0,1,Offer E,Yes,No,Yes,Fiber Optic,52.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,90.75,90.75,0.0,0,113.81,Churned,Attitude of support person
2737-YNGYW,Female,29,No,0,Hemet,33.739415,-116.968339,0,2,Offer E,Yes,No,Yes,Fiber Optic,41.0,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,80.55,184.1,0.0,0,251.88,Churned,Attitude of support person
2748-MYRVK,Female,22,No,0,Fresno,36.739385,-119.753649,0,63,Offer B,Yes,Yes,Yes,Fiber Optic,59.0,No,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,99.9,6137.0,0.0,0,6664.94,Churned,Long distance charges
2754-VDLTR,Male,54,No,0,Greenview,41.528541,-122.955018,0,10,Offer D,Yes,Yes,Yes,Fiber Optic,18.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,95.2,930.4,0.0,0,1286.7,Churned,Competitor offered more data
2834-JRTUA,Male,30,No,0,Martinez,38.014457,-122.115432,0,71,Offer A,Yes,Yes,Yes,Fiber Optic,53.0,Yes,No,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,108.05,7532.15,0.0,0,11040.97,Churned,Competitor had better devices
2840-XANRC,Male,77,Yes,0,San Diego,32.85723,-117.209774,1,24,Offer C,Yes,No,Yes,Cable,12.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,93.15,2231.05,0.0,0,2617.45,Churned,Competitor made better offer
2842-JTCCU,Male,27,No,0,Hopland,38.93706,-123.118111,0,2,Offer E,Yes,No,Yes,Cable,52.0,No,No,No,No,Yes,No,Month-to-Month,Bank Withdrawal,46.05,80.35,0.0,10,149.73,Churned,Attitude of service provider
2856-HYAPG,Female,62,No,0,Platina,40.367964,-122.937379,0,1,Offer E,Yes,No,Yes,Fiber Optic,28.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,68.65,68.65,0.0,0,81.05,Churned,Price too high
2860-RANUS,Female,67,No,0,Mc Kittrick,35.38381,-119.730885,0,20,Offer D,Yes,Yes,Yes,Fiber Optic,15.0,No,No,No,Yes,Yes,Yes,Month-to-Month,Credit Card,85.8,1727.5,0.0,0,2313.3,Churned,Price too high
2868-MZAGQ,Male,49,No,0,Modesto,37.639029,-120.964772,0,1,Offer E,Yes,No,Yes,Fiber Optic,5.0,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,79.25,79.25,0.0,0,99.23,Churned,Service dissatisfaction
2869-ADAWR,Female,41,No,0,Sutter Creek,38.432145,-120.77069,0,45,Offer B,Yes,Yes,Yes,Fiber Optic,24.0,No,Yes,Yes,No,No,Yes,Month-to-Month,Credit Card,89.3,4016.85,44.63,0,4607.62,Churned,Poor expertise of online support
2873-ZLIWT,Female,64,Yes,0,Temecula,33.507255,-117.029473,1,40,Offer B,Yes,Yes,Yes,Fiber Optic,19.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,84.85,3303.05,0.0,0,3384.25,Churned,Competitor made better offer
2884-GBPFB,Female,61,Yes,0,Morro Bay,35.369553,-120.763864,4,35,Offer C,Yes,No,Yes,Fiber Optic,4.0,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,70.3,2416.55,0.0,80,2861.6,Churned,Moved
2929-ERCFZ,Female,22,Yes,0,Independence,36.869584,-118.189241,1,8,Offer E,Yes,No,Yes,Fiber Optic,76.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,94.2,777.3,0.0,0,1087.94,Churned,Competitor had better devices
2930-UOTMB,Female,29,No,0,Riverside,33.930931,-117.361788,0,31,Offer C,Yes,Yes,Yes,Cable,52.0,Yes,No,No,No,No,No,Month-to-Month,Credit Card,65.25,1994.3,0.0,120,3079.64,Churned,Competitor offered higher download speeds
2962-XPMCQ,Male,56,No,0,Sacramento,38.486938,-121.395805,0,2,Offer E,Yes,No,Yes,DSL,21.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,45.15,98.5,0.0,0,111.44,Churned,Competitor offered higher download speeds
2979-SXESE,Female,57,Yes,0,Berkeley,37.863843,-122.275684,1,17,Offer D,Yes,Yes,Yes,Cable,12.0,Yes,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,94.4,1607.2,0.0,0,2045.63,Churned,Moved
2982-VPSGI,Female,64,Yes,0,South Pasadena,34.110444,-118.156957,1,11,Offer D,Yes,Yes,Yes,Fiber Optic,18.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,94.0,1078.9,0.0,0,1361.27,Churned,Competitor made better offer
2990-HWIML,Female,58,No,0,Ontario,34.074087,-117.605618,0,6,Offer E,Yes,No,Yes,Fiber Optic,25.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,89.5,573.3,0.0,0,860.82,Churned,Competitor had better devices
3001-CBHLQ,Male,76,Yes,0,Angels Camp,38.071327,-120.632221,1,32,Offer C,Yes,Yes,Yes,Fiber Optic,22.0,No,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,104.9,3351.55,33.73,0,4710.14,Churned,Attitude of support person
3005-NFMTA,Male,73,No,0,Valencia,34.457005,-118.573726,0,55,Offer B,Yes,Yes,Yes,Fiber Optic,21.0,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,98.8,5617.75,0.0,0,6108.9,Churned,Price too high
3009-JWMPU,Male,58,No,0,Five Points,36.397745,-120.119911,0,62,Offer B,Yes,Yes,Yes,Fiber Optic,9.0,No,No,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,96.75,6125.4,0.0,0,7529.08,Churned,Attitude of service provider
3018-TFTSU,Male,44,No,0,Hathaway Pines,38.184914,-120.364085,0,12,Offer D,Yes,No,Yes,Fiber Optic,3.0,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,81.7,858.6,0.0,0,1079.16,Churned,Poor expertise of phone support
3027-ZTDHO,Male,21,No,0,Fresno,36.732694,-119.783786,0,1,Offer E,Yes,No,Yes,Fiber Optic,53.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,89.9,89.9,0.0,0,122.75,Churned,Don't know
