,currentRanking,userId,displayName,userUrl,joinDate,tier,totalGoldMedals,totalSilverMedals,totalBronzeMedals,points
306,307,4288268,Mehran Kazeminia,/mehrankazeminia,2020-01-05,EXPERT,0,0,5,48
307,308,5456766,Preet Viradiya,/preetviradiya,2020-07-12,EXPERT,0,1,6,48
308,309,7140312,DIGVIJAYSINH GOHIL,/digvijaysinhgohil,2021-04-09,EXPERT,0,1,2,48
309,310,8070736,Aluru V N M Hemateja,/ahemateja19bec1025,2021-08-05,EXPERT,0,0,6,48
310,311,8772965,Jishnu,/jishnukoliyadan,2021-11-02,EXPERT,0,0,7,48
311,312,9855161,Francisco Feng,/franciscofeng,2022-03-07,EXPERT,0,0,5,48
312,313,10275991,Hassan Shehzad,/hassanshehzadk,2022-04-18,EXPERT,0,0,6,48
313,314,410443,Rajanand Ilangovan,/rajanand,2015-09-01,MASTER,1,4,6,47
314,315,3607160,Mohamed Hany,/mohamedhanyyy,2019-08-21,EXPERT,0,2,4,47
315,316,3674727,yashtiwari1906,/yashtiwari1906,2019-09-06,EXPERT,0,3,4,47
316,317,4433335,Mark Wijkhuizen,/markwijkhuizen,2020-02-04,EXPERT,0,0,5,47
317,318,4729207,Tanya,/tanyadayanand,2020-03-23,EXPERT,0,0,6,47
318,319,4945934,David Roberts,/davidbroberts,2020-04-23,EXPERT,0,0,6,47
319,320,5034367,Ayush Verma,/ayushv322,2020-05-06,EXPERT,0,0,5,47
320,321,5645048,Gokul Prakash P,/gokulprakash22,2020-08-19,MASTER,1,4,0,47
321,322,6369059,Thasnihakeem,/thasnihakeem,2020-12-12,EXPERT,0,1,3,47
322,323,9039897,Arathi P Raj,/arathipraj,2021-11-30,EXPERT,0,1,2,47
323,324,10102519,ElMartian,/elmartini,2022-03-31,EXPERT,0,0,4,47
324,325,1203791,Soumik Rakshit,/soumikrakshit,2017-08-06,EXPERT,0,2,2,46
325,326,3127519,Arnaud ROUGETET,/arnaud58,2019-04-23,EXPERT,0,2,3,46
326,327,3226852,Sreshta Putchala,/sreshta140,2019-05-15,EXPERT,0,3,0,46
327,328,3700049,Chowdhury Saleh Ahmed Rony,/salehahmedrony,2019-09-12,EXPERT,0,6,1,46
328,329,6118982,Iman Jowkar,/imanjowkar,2020-11-07,EXPERT,0,2,3,46
329,330,6778441,Crawl Feeds,/crawlfeeds,2021-02-22,EXPERT,0,0,4,46
330,331,1231596,Martin Kovacevic Buvinic,/ragnar123,2017-08-24,EXPERT,0,1,8,45
331,332,1884116,Michael Kechinov,/mkechinov,2018-05-04,EXPERT,1,1,2,45
332,333,2034058,Mobassir,/mobassir,2018-07-01,EXPERT,0,1,8,45
333,334,4893527,Vinayak Shanawad,/vinayakshanawad,2020-04-16,EXPERT,0,0,6,45
334,335,5637976,Mau Rua,/mruanova,2020-08-17,EXPERT,1,0,6,45
335,336,5769741,Abid Ali Awan,/kingabzpro,2020-09-13,EXPERT,0,0,7,45
336,337,5966695,Ammar Alhaj Ali,/ammarnassanalhajali,2020-10-15,EXPERT,0,0,6,45
337,338,9280459,Nguyen Ngoc Phung,/nguyenngocphung,2021-12-30,EXPERT,0,0,7,45
338,339,2361968,Chitwan Manchanda,/chitwanmanchanda,2018-10-14,EXPERT,0,0,5,44
339,340,2679105,Subin An,/subinium,2019-01-07,EXPERT,0,1,5,44
340,341,5820768,Aruna S,/arunasivapragasam,2020-09-21,EXPERT,0,0,5,44
341,342,6535768,Zahid Ali,/zahidmahar,2021-01-16,EXPERT,0,2,5,44
342,343,8130169,Ujjwal Chowdhury,/ujjwalchowdhury,2021-08-14,EXPERT,0,0,4,44
343,344,10350744,MD Shariful Islam,/shariful07,2022-04-25,EXPERT,0,1,2,44
344,345,109123,Dan Ofer,/danofer,2013-06-14,EXPERT,1,0,10,43
345,346,738361,Asjad K,/asjad99,2016-10-04,EXPERT,0,0,4,43
346,347,866788,nicapotato,/nicapotato,2017-01-13,EXPERT,1,1,1,43
347,348,1102236,Vineeth,/vineethakkinapalli,2017-05-31,EXPERT,0,0,5,43
348,349,2318606,Manish Kumar,/hellbuoy,2018-10-03,EXPERT,1,0,2,43
349,350,3995454,Ritesh Yadav,/ritesh2000,2019-11-07,EXPERT,1,1,5,43
350,351,4671367,Mukesh Manral,/mukeshmanral,2020-03-15,EXPERT,0,0,4,43
351,352,6845028,Yash Yadav,/codefantasy,2021-03-02,EXPERT,0,0,5,43
352,353,7057764,Sakshi Jha,/sakshi20008,2021-03-29,EXPERT,0,0,5,43
353,354,9240314,Ishaan Thareja,/ishaanthareja007,2021-12-23,EXPERT,0,0,5,43
354,355,9271896,sbhatti,/sbhatti,2021-12-28,EXPERT,0,1,2,43
355,356,127599,Gokagglers ,/loveall,2013-09-23,EXPERT,2,0,2,42
356,357,1853660,DataTurks,/dataturks,2018-04-24,EXPERT,1,2,4,42
357,358,4956172,Alin Cijov,/alincijov,2020-04-25,EXPERT,0,0,10,42
358,359,6349270,Karthik Vadlamudi,/karthikvadlamudi,2020-12-09,EXPERT,0,0,5,42
359,360,8167954,Heitor Nunes,/heitornunes,2021-08-18,EXPERT,0,0,7,42
360,361,8276140,ArnavR,/arnavr10880,2021-09-04,EXPERT,0,0,5,42
361,362,8835058,Sreelal H,/sreelalh,2021-11-09,EXPERT,0,0,3,42
362,363,1245336,Janio Martinez Bachmann,/janiobachmann,2017-09-03,EXPERT,1,1,1,41
363,364,2048048,Manu Siddhartha,/sid321axn,2018-07-06,EXPERT,1,0,6,41
364,365,2085560,Aladdin Persson,/aladdinpersson,2018-07-20,EXPERT,0,1,3,41
365,366,2102373,Chris Gorgolewski,/chrisfilo,2018-07-26,EXPERT,0,2,6,41
366,367,3257097,A SURESH,/sureshmecad,2019-05-22,EXPERT,0,0,8,41
367,368,4795937,Arslan Ali,/arslanali4343,2020-04-02,EXPERT,0,2,5,41
368,369,4837769,Akash Guna,/akashguna,2020-04-08,EXPERT,0,1,3,41
369,370,4972751,Shiva Vashishtha,/shivavashishtha,2020-04-27,EXPERT,0,0,5,41
370,371,5047229,Sunny Kusawa,/sunnykusawa,2020-05-08,EXPERT,0,0,4,41
371,372,5401349,Deep Shah,/deepshah16,2020-07-01,EXPERT,0,1,6,41
372,373,5532900,Ankit Kalauni,/ankitkalauni,2020-07-27,EXPERT,0,1,4,41
373,374,8993668,Aslan Ahmedov,/aslanahmedov,2021-11-25,EXPERT,0,0,6,41
374,375,168670,Old Monk,/saurabhbagchi,2014-02-24,EXPERT,0,0,9,40
375,376,1788308,Mukharbek Organokov,/muhakabartay,2018-04-04,EXPERT,0,3,9,40
376,377,1831880,Valentin Biryukov,/valentinbiryukov,2018-04-17,EXPERT,0,0,7,40
377,378,2911143,Maunish dave,/maunish,2019-03-08,EXPERT,1,0,2,40
378,379,4257241,Muhammad Saleh,/saleh846,2019-12-27,EXPERT,0,0,4,40
379,380,6807360,Nick Litwinow,/nicklitwinow,2021-02-25,EXPERT,0,0,4,40
380,381,8986298,Md. Jafril Alam Shihab,/mdjafrilalamshihab,2021-11-24,EXPERT,0,0,5,40
381,382,9042531,Aravind A S,/aravindas01,2021-11-30,EXPERT,0,0,3,40
382,383,10723535,Basti Tee,/bastitee,2022-06-03,EXPERT,0,0,5,40
383,384,128750,David Beniaguev,/selfishgene,2013-09-27,EXPERT,2,0,2,39
384,385,1210896,Welf Crozzo,/miklgr500,2017-08-11,EXPERT,1,0,3,39
385,386,3486296,dasmehdixtr,/dasmehdixtr,2019-07-20,EXPERT,0,0,8,39
386,387,3997404,John Mitchell,/jbomitchell,2019-11-07,EXPERT,0,0,4,39
387,388,4878232,Debarshi Chanda,/debarshichanda,2020-04-14,EXPERT,0,0,4,39
388,389,5845181,vardhan SIRAMDASU,/vardhansiramdasu,2020-09-26,EXPERT,0,0,6,39
389,390,5945335,Abir ELTAIEF,/abireltaief,2020-10-12,EXPERT,0,0,5,39
390,391,6684140,Elemento,/elemento,2021-02-08,EXPERT,0,0,4,39
391,392,9799387,Lafoi,/wentinglu,2022-03-01,EXPERT,0,0,4,39
392,393,9861188,Evan Gower,/evangower,2022-03-07,EXPERT,0,0,4,39
393,394,1489975,Hidehisa Arai,/hidehisaarai1213,2017-12-12,EXPERT,0,0,7,38
394,395,2050099,Ritvik Rastogi,/ritvik1909,2018-07-07,EXPERT,0,0,5,38
395,396,3166828,Rohan Paris,/parisrohan,2019-05-01,EXPERT,0,1,2,38
396,397,5066531,Georgy Zubkov,/georgyzubkov,2020-05-11,EXPERT,0,0,4,38
397,398,6470511,Mohamed Bakrey,/mohamedbakrey,2021-01-05,EXPERT,0,0,9,38
398,399,6953865,Knightbearr,/knightbearr,2021-03-16,EXPERT,0,1,2,38
399,400,7637047,Manish Mathias,/manishmathias,2021-06-10,EXPERT,0,0,3,38
400,401,8788103,Ali Farajnia,/alifarajnia,2021-11-04,EXPERT,0,0,7,38
401,402,9049440,Anju Sunilkumar,/anjusunilkumar,2021-12-01,EXPERT,0,0,3,38
402,403,1350598,ask9,/arbazkhan971,2017-10-21,EXPERT,0,2,5,37
403,404,1429925,Kunaal Naik,/funxexcel,2017-11-19,EXPERT,1,0,3,37
404,405,1776576,csafrit,/csafrit2,2018-03-31,EXPERT,0,0,4,37
405,406,2076200,Johar M. Ashfaque,/ukveteran,2018-07-17,EXPERT,0,0,9,37
406,407,3717445,Maryna Antonevych,/maricinnamon,2019-09-16,EXPERT,0,0,5,37
407,408,5233552,Rajat Gupta,/rajat95gupta,2020-06-04,EXPERT,0,0,5,37
408,409,5530860,sai pavan saketh,/saipavansaketh,2020-07-26,EXPERT,0,1,2,37
409,410,6368833,Sandra P,/sandraphari,2020-12-12,EXPERT,0,3,0,37
410,411,6750325,Kishal Mandal,/kishalmandal,2021-02-17,EXPERT,0,1,3,37
411,412,8226007,Aditya Ramachandran,/adityaramachandran27,2021-08-27,EXPERT,0,0,3,37
412,413,9412855,Tyrion Lannister-lzy,/tyrionlannisterlzy,2022-01-16,EXPERT,0,0,3,37
413,414,18102,beluga,/gaborfodor,2011-10-05,EXPERT,1,0,2,36
414,415,281652,Ian Pan,/vaillant,2015-01-14,EXPERT,1,0,2,36
415,416,1156831,Xavier,/xvivancos,2017-07-06,EXPERT,1,2,5,36
416,417,1200650,Vetrivel-PS,/vetrirah,2017-08-04,EXPERT,0,2,4,36
417,418,1567578,Ragnar,/rowhitswami,2018-01-20,EXPERT,0,2,3,36
418,419,1788694,Ami,/fanbyprinciple,2018-04-04,EXPERT,0,0,5,36
419,420,3455366,Nipun Arora,/nipunarora8,2019-07-12,EXPERT,1,0,2,36
420,421,3773993,Naim Mhedhbi,/naim99,2019-09-27,EXPERT,0,1,5,36
421,422,4256756,Naresha Bhat,/nareshbhat,2019-12-27,EXPERT,1,0,3,36
422,423,4287302,Manch Hui,/manchunhui,2020-01-05,EXPERT,1,0,3,36
423,424,4287407,landlord,/landlord,2020-01-05,EXPERT,1,0,5,36
424,425,4740297,Pratham Tripathi,/prathamtripathi,2020-03-25,EXPERT,1,0,2,36
425,426,4801400,Somayyeh Gholami,/somayyehgholami,2020-04-03,EXPERT,0,0,4,36
426,427,5277123,Aditta Das Nishad,/adinishad,2020-06-10,EXPERT,0,0,5,36
427,428,5346415,Venkatkumar R,/venkatkumar001,2020-06-22,EXPERT,0,0,4,36
428,429,6534192,Kiran Sharma,/kdsharmaai,2021-01-16,EXPERT,0,0,7,36
429,430,7825963,ANANTH R,/ananthr1,2021-07-03,EXPERT,0,0,4,36
430,431,8082416,Marcus Vinicius,/markfinn1,2021-08-06,EXPERT,0,0,3,36
431,432,8512481,DSFelix,/dsfelix,2021-10-04,EXPERT,0,0,5,36
432,433,305510,Kyubyong Park,/bryanpark,2015-03-06,EXPERT,1,1,6,35
433,434,732424,Kostiantyn Isaienkov,/isaienkov,2016-09-28,EXPERT,0,1,3,35
434,435,1039385,HyeongChan Kim,/kozistr,2017-04-24,EXPERT,0,0,4,35
435,436,1364892,Jung,/ratthachat,2017-10-27,EXPERT,0,1,5,35
436,437,1500231,KARTHIK BHANDARY,/karthikbhandary2,2017-12-16,EXPERT,0,0,5,35
437,438,2711621,TavoGLC,/tavoglc,2019-01-16,EXPERT,0,0,4,35
438,439,5484076,Vikas Ukani,/vikasukani,2020-07-17,EXPERT,0,4,2,35
439,440,5675624,Co-learning Lounge,/colearninglounge,2020-08-25,EXPERT,0,1,5,35
440,441,8064850,Harsh Singh,/harshsingh2209,2021-08-04,EXPERT,0,0,3,35
441,442,8490424,hugequiz.com,/darinhawley,2021-10-01,EXPERT,0,0,4,35
442,443,8999476,Sandip devre,/sandipdevre,2021-11-26,EXPERT,0,0,5,35
443,444,9713601,rumbleFTW,/rumbleftw,2022-02-19,EXPERT,0,0,3,35
444,445,810213,Justinas Cirtautas,/justinas,2016-11-25,EXPERT,0,2,1,34
445,446,1072765,Adriano Passos,/coldfir3,2017-05-13,EXPERT,0,0,3,34
446,447,1575265,Blesson Densil,/blessondensil294,2018-01-23,EXPERT,0,1,6,34
447,448,2430917,Marianna,/marianna13,2018-10-31,EXPERT,0,0,3,34
448,449,2723137,Niharika Pandit,/niharika41298,2019-01-20,EXPERT,0,2,2,34
449,450,3612572,Loulou,/louise2001,2019-08-22,EXPERT,0,0,11,34
450,451,4009751,Mammad Abbasli,/mammadabbasli,2019-11-10,EXPERT,0,0,7,34
451,452,4793224,Gaurav Rajesh Sahani,/gauravsahani,2020-04-02,EXPERT,0,2,5,34
452,453,4837793,Constantin Werner,/constantinwerner,2020-04-08,EXPERT,0,2,1,34
453,454,5000036,SANDIP PALIT,/sandippalit009,2020-05-01,EXPERT,0,0,4,34
454,455,5289481,Shubam Sumbria,/shubamsumbria,2020-06-12,EXPERT,0,0,5,34
455,456,5493928,Rajat Chaudhari,/rajatrc1705,2020-07-19,EXPERT,0,1,2,34
456,457,7781962,Sayan Saha,/sayansh001,2021-06-27,EXPERT,0,0,4,34
457,458,7863498,Siddharth Upadhyay,/sid3945,2021-07-08,EXPERT,0,0,4,34
458,459,7916104,Kshitij Kumar,/kshitij192,2021-07-16,EXPERT,0,0,5,34
459,460,8621145,Mohamed Gamal Abd-El Wahab,/muhammetgamal5,2021-10-17,EXPERT,0,0,4,34
460,461,518134,corochann,/corochann,2016-02-01,EXPERT,1,2,1,33
461,462,1413741,Ankur Sinha,/ankurzing,2017-11-13,EXPERT,0,1,2,33
462,463,1956324,Carlo Lepelaars,/carlolepelaars,2018-05-31,EXPERT,0,2,5,33
463,464,1991843,Amritvir Singh,/amritvirsinghx,2018-06-13,EXPERT,0,4,1,33
464,465,2226962,VolodymyrGavrysh,/volodymyrgavrysh,2018-09-09,EXPERT,0,1,4,33
465,466,3578135,Habib Gültekin,/hgultekin,2019-08-13,EXPERT,0,0,9,33
466,467,3687601,Mohamed Harris,/mohamedharris,2019-09-10,EXPERT,0,0,5,33
467,468,5832373,Buqi_,/wjybuqi,2020-09-23,EXPERT,0,1,2,33
468,469,7662674,Andrej Marinchenko,/andrej0marinchenko,2021-06-12,EXPERT,0,0,5,33
469,470,9148055,Lost in worlds,/lostinworlds,2021-12-11,EXPERT,0,0,3,33
470,471,826671,Nguyentuananh,/astrung,2016-12-07,EXPERT,0,0,6,32
471,472,1424766,Dieter,/christofhenkel,2017-11-17,EXPERT,0,1,7,32
472,473,1506047,Jonathan Bown,/jonbown,2017-12-19,EXPERT,0,0,3,32
473,474,1895217,Bjorn,/bjoernjostein,2018-05-08,EXPERT,0,0,5,32
474,475,2062758,Theo Viel,/theoviel,2018-07-12,EXPERT,0,1,3,32
475,476,2917154,KggleDat.,/sachinkumar413,2019-03-09,EXPERT,0,0,3,32
476,477,3107144,Saurav Anand,/saurav9786,2019-04-18,EXPERT,0,1,5,32
477,478,5156948,TUSHAR SARKAR,/tusharsarkar,2020-05-24,EXPERT,0,0,6,32
478,479,6383332,Anandaram Ganapathi,/anandaramg,2020-12-15,EXPERT,0,0,5,32
479,480,6579077,Tanjima Nasreen Jenia,/tanjimanasreenjenia,2021-01-23,EXPERT,0,0,3,32
480,481,6591650,Alex Parkhomenko,/alexandrparkhomenko,2021-01-25,EXPERT,0,0,4,32
481,482,7908726,Mokhinur Abdurakhimova,/mohinurabdurahimova,2021-07-15,EXPERT,0,0,3,32
482,483,10193384,Mukul Deshantri,/mukuldeshantri,2022-04-09,EXPERT,0,0,3,32
483,484,10644534,Sathyanarayan Rao,/sathyanarayanrao89,2022-05-25,EXPERT,0,0,3,32
484,485,56073,David Robinson,/drobinson,2012-08-28,EXPERT,2,2,1,31
485,486,371860,Omri Goldstein,/drgilermo,2015-06-22,EXPERT,1,1,3,31
486,487,727004,Andrew Lukyanenko,/artgor,2016-09-24,EXPERT,0,3,2,31
487,488,1178996,Gaurav,/disisbig,2017-07-21,EXPERT,0,0,7,31
488,489,2334083,Marie,/mariapushkareva,2018-10-08,EXPERT,0,4,1,31
489,490,2862643,Siddharth Mandgi,/siddharthmandgi,2019-02-25,EXPERT,0,0,3,31
490,491,3477874,Kannan Ravinther,/kannan1314,2019-07-18,EXPERT,0,0,5,31
491,492,4712534,Nischay Dhankhar,/nischaydnk,2020-03-21,EXPERT,0,0,5,31
492,493,5319436,vinitshah0110,/vinitshah0110,2020-06-17,EXPERT,0,0,3,31
493,494,6640507,ItsSuru,/itssuru,2021-02-02,EXPERT,0,1,7,31
494,495,6648246,ammaraahmad,/ammaraahmad,2021-02-03,EXPERT,0,0,7,31
495,496,6904224,IVAN CHAVEZ,/ivanchvez,2021-03-10,EXPERT,0,0,3,31
496,497,6925136,M. Gagan Chandra,/gaganmaahi224,2021-03-12,EXPERT,0,0,5,31
497,498,6993681,Pranav941,/pranav941,2021-03-21,EXPERT,0,0,3,31
498,499,8405416,ruthgn,/ruthgn,2021-09-21,EXPERT,0,0,4,31
499,500,8414208,Souvik Ganguly,/spdsou,2021-09-22,EXPERT,0,0,7,31
500,501,8752683,Niek van der Zwaag,/niekvanderzwaag,2021-10-31,EXPERT,0,0,4,31
501,502,19298,Luca Massaron,/lucamassaron,2011-10-26,EXPERT,0,0,4,30
502,503,75976,CPMP,/cpmpml,2012-12-16,EXPERT,0,0,5,30
503,504,347463,James Trotman,/jtrotman,2015-05-05,EXPERT,0,0,3,30
504,505,1842126,Anton Koshelev,/appetukhov,2018-04-20,EXPERT,0,0,3,30
505,506,2390050,Sripaad Srinivasan,/sripaadsrinivasan,2018-10-22,EXPERT,0,1,5,30
506,507,3446939,Tanay Mehta,/heyytanay,2019-07-10,EXPERT,0,0,6,30
507,508,3974712,KA-KA-shi,/adarshsng,2019-11-04,EXPERT,0,0,9,30
508,509,4954679,Mithil Salunkhe,/mithilsalunkhe,2020-04-25,EXPERT,0,0,4,30
509,510,4956749,Aayush Sharma,/aayush9753,2020-04-25,EXPERT,0,1,3,30
510,511,6373899,Vijay V Venkitesh,/vijayvvenkitesh,2020-12-13,EXPERT,0,1,3,30
511,512,8090615,Muhammad Abdulaziz,/intelai,2021-08-08,EXPERT,0,0,5,30
512,513,10421455,Akash Kotal,/akashkotal,2022-05-02,EXPERT,0,0,3,30
513,514,402009,Shuyang Li,/shuyangli94,2015-08-18,EXPERT,1,0,3,29
514,515,1738095,Wei Hao Khoong,/khoongweihao,2018-03-20,EXPERT,0,1,6,29
515,516,3699761,Rajkumar Sengottuvel,/rajsengo,2019-09-12,EXPERT,0,1,3,29
516,517,4193896,GoldNuss,/danela,2019-12-12,EXPERT,0,0,4,29
517,518,4627242,Ishan Dutta,/ishandutta,2020-03-07,EXPERT,0,1,9,29
518,519,5045408,Suman Dey,/sumandey,2020-05-08,EXPERT,0,1,4,29
519,520,5110127,Abhi,/akpmpr,2020-05-17,EXPERT,0,1,2,29
520,521,5221270,Stanley Zheng,/stanleyjzheng,2020-06-02,EXPERT,0,2,2,29
521,522,5754413,city-api.io,/cityapiio,2020-09-10,EXPERT,0,0,7,29
522,523,5779931,Hetul Mehta,/hetulmehta,2020-09-15,EXPERT,0,1,3,29
523,524,5888460,Axel Torbenson,/axeltorbenson,2020-10-05,EXPERT,0,0,3,29
524,525,5924115,Mahmoud hassan Mahmoud,/mahmoudhassanmahmoud,2020-10-09,EXPERT,0,0,4,29
525,526,6098637,Ozgur Cem Tas,/zgrcemta,2020-11-04,EXPERT,0,0,3,29
526,527,6374656,Prabin Raj ,/prabinraj,2020-12-13,EXPERT,0,0,4,29
527,528,6668220,Emir Yarkın Yaman,/weinoose,2021-02-05,EXPERT,0,0,5,29
528,529,10499333,Kutluk Atalay,/kutlukatalay,2022-05-10,EXPERT,0,0,3,29
529,530,10899058,Ash Trindade,/ashtrindade,2022-06-23,EXPERT,0,0,3,29
530,531,19605,Jeong-Yoon Lee,/jeongyoonlee,2011-11-01,EXPERT,0,0,5,28
531,532,276788,Mike Chirico,/mchirico,2014-12-30,EXPERT,1,3,3,28
532,533,344198,Harry Wang,/harrywang,2015-04-29,EXPERT,0,0,5,28
533,534,1017089,msafi04,/msafi04,2017-04-11,EXPERT,0,0,3,28
534,535,1264580,khyeh,/khyeh0719,2017-09-13,EXPERT,0,2,2,28
535,536,2348066,Pritesh Raj,/priteshraj10,2018-10-11,EXPERT,0,0,6,28
536,537,2779944,Mr_KnowNothing,/tanulsingh077,2019-02-04,EXPERT,0,1,3,28
537,538,2909983,Francois Lemarchand,/frlemarchand,2019-03-07,EXPERT,0,1,2,28
538,539,3381067,Hasan Basri Akçay,/hasanbasriakcay,2019-06-22,EXPERT,0,0,3,28
539,540,3512471,Eswar Chand,/eswarchandt,2019-07-27,EXPERT,1,0,3,28
540,541,3745280,Ravirajsinh Dabhi,/ravirajsinh45,2019-09-22,EXPERT,1,0,2,28
541,542,4131566,Sokolov Aleksandr,/sokolovaleks,2019-11-30,EXPERT,0,0,4,28
542,543,4306089,🌵,/frankmollard,2020-01-09,EXPERT,0,2,2,28
543,544,4457718,Muhammet Ikbal Elek,/mielek,2020-02-08,EXPERT,0,0,11,28
544,545,5196267,Paras Varshney,/blurredmachine,2020-05-30,EXPERT,0,4,0,28
545,546,5421940,Shanmukh,/shanmukh05,2020-07-06,EXPERT,0,0,5,28
546,547,7482952,Ahmed Haytham,/ahmedhaytham,2021-05-22,EXPERT,0,0,4,28
547,548,9241510,William Hyun,/williamhyun,2021-12-24,EXPERT,0,0,3,28
548,549,9519023,Akshay Pawar,/akshaypawar7,2022-01-28,EXPERT,0,0,3,28
549,550,131457,ryati,/ryati131457,2013-10-06,EXPERT,1,0,2,27
550,551,616106,Luis Moneda,/lgmoneda,2016-05-18,EXPERT,0,2,5,27
551,552,798407,Shion,/shiondatafiniti,2016-11-17,EXPERT,0,4,3,27
552,553,933480,عثمان,/authman,2017-02-28,EXPERT,2,0,1,27
553,554,1201155,Michał Choiński,/mikecho,2017-08-04,EXPERT,0,1,2,27
554,555,1748051,marketneutral,/marketneutral,2018-03-22,EXPERT,0,0,3,27
555,556,3197002,Nikit Periwal,/stoicstatic,2019-05-08,EXPERT,0,0,5,27
556,557,3288534,🚀𝐒𝐨𝐧𝐚𝐥𝐢 𝐒𝐢𝐧𝐠𝐡,/sonalisingh1411,2019-05-29,EXPERT,0,0,4,27
557,558,5325014,Akash Kunwar,/kunwarakash,2020-06-18,EXPERT,0,0,3,27
558,559,5513692,Prashant Pathak,/prashantpathak244,2020-07-23,EXPERT,0,0,3,27
559,560,5730096,IshaDS,/ishadss,2020-09-06,EXPERT,0,0,6,27
560,561,5813776,xuxu_sky,/xuxu1234,2020-09-20,EXPERT,0,0,5,27
561,562,7772373,Suraj Das,/infinator,2021-06-25,EXPERT,0,0,3,27
562,563,7833155,KANDHAL KHANDEKA,/kandhalkhandeka,2021-07-04,EXPERT,0,0,3,27
563,564,7879785,Yaswanth Gali,/yaswanthgali,2021-07-11,EXPERT,0,0,3,27
564,565,8130831,Farhan Sadeek,/farhansadeek,2021-08-14,EXPERT,0,0,4,27
565,566,9230516,Dhwanil Shah,/dshah1612,2021-12-22,EXPERT,0,0,3,27
566,567,9413873,Bikram Saha,/imbikramsaha,2022-01-16,EXPERT,0,0,3,27
567,568,9680744,Luke X,/lukexun,2022-02-15,EXPERT,0,0,3,27
568,569,9940466,Madhur Pant,/madhurpant,2022-03-15,EXPERT,0,0,3,27
569,570,10241573,Riyuzaki Umayru,/raihansoniwala,2022-04-14,EXPERT,0,0,4,27
570,571,432025,Aravind Ram Nathan,/aravindram11,2015-10-01,EXPERT,0,0,3,26
571,572,764292,Ranja Sarkar,/ranja7,2016-10-24,EXPERT,0,0,3,26
572,573,868955,Sadegh Jalalian,/sadeghjalalian,2017-01-15,EXPERT,0,0,3,26
573,574,942701, Akash Gupta,/akash14,2017-03-05,EXPERT,0,1,7,26
574,575,1040867,Ramanathan,/ramamet4,2017-04-24,EXPERT,1,0,2,26
575,576,1305825,Shiro,/ludovick,2017-10-02,EXPERT,0,1,5,26
576,577,1328185,Darek Kłeczek,/thedrcat,2017-10-11,EXPERT,0,0,4,26
577,578,1696976,Roman,/nroman,2018-03-06,EXPERT,1,1,1,26
578,579,1813970,Minyong Shin,/gyejr95,2018-04-12,EXPERT,0,1,8,26
579,580,3197853,moth,/alejopaullier,2019-05-08,EXPERT,0,0,3,26
580,581,3350732,M Razif Rizqullah,/linkgish,2019-06-14,EXPERT,0,0,4,26
581,582,3445455,Susant_Achary🎲,/susant4learning,2019-07-10,EXPERT,0,0,5,26
582,583,4396359,Mohd Abdul Azeem,/muhammedabdulazeem,2020-01-28,EXPERT,0,0,4,26
583,584,4663387,Pratham Sharma,/prathamsharma123,2020-03-13,EXPERT,0,1,3,26
584,585,4910466,bilzard,/tatamikenn,2020-04-19,EXPERT,0,0,4,26
585,586,5007851,Rushikesh,/rushikeshlavate,2020-05-02,EXPERT,0,0,8,26
586,587,5418621,Arjun Bhaybhang,/arjunbhaybhang,2020-07-05,EXPERT,0,0,4,26
587,588,5792998,Yvtsan Levy,/yvtsanlevy,2020-09-17,EXPERT,0,0,3,26
588,589,5900775,Jen Wadkins,/threnjen,2020-10-06,EXPERT,0,0,5,26
589,590,6970935,Alexander Bader,/alexanderbader,2021-03-18,EXPERT,0,1,3,26
590,591,7487280,Bala Vashan,/balavashan,2021-05-23,EXPERT,0,0,4,26
591,592,7867047,Aneesh Tickoo,/aneeshtickoo,2021-07-09,EXPERT,0,0,5,26
592,593,8265508,gourav_gujariya,/battle11king,2021-09-02,EXPERT,0,0,3,26
593,594,9061020,Meer Atif,/meeratif,2021-12-02,EXPERT,0,0,4,26
594,595,10077530,Vysakh M S,/vysakhvms,2022-03-29,EXPERT,0,0,4,26
595,596,10374722,"Nirmalya Thakur, PhD",/thakurnirmalya,2022-04-27,EXPERT,0,0,4,26
596,597,562247,Mohamed Loey,/mloey1,2016-03-20,EXPERT,0,2,1,25
597,598,1513667,Suddharshan S,/suddharshan,2017-12-24,EXPERT,0,0,3,25
598,599,1688558,Aleksandr Nikolich,/alexwortega,2018-03-04,EXPERT,0,0,3,25
599,600,1821234,Evgeniya Sukhodolskaya,/edsukhodolskaya,2018-04-14,EXPERT,0,0,3,25
600,601,2560033,Siti Khotijah,/khotijahs1,2018-11-30,EXPERT,0,0,7,25
601,602,2675197,Jose Guzman,/joseguzman,2019-01-05,EXPERT,0,0,4,25
602,603,2926451,Sercan Yeşilöz,/sercanyesiloz,2019-03-11,EXPERT,0,0,5,25
603,604,3890590,JIL KOTHARI,/jilkothari,2019-10-20,EXPERT,0,1,3,25
604,605,4314579,SR,/surekharamireddy,2020-01-11,EXPERT,0,0,3,25
605,606,4413692,MA Faisal,/mafaisal007,2020-01-31,EXPERT,0,0,4,25
606,607,4905570,Shivani Rana,/shivanirana63,2020-04-18,EXPERT,0,0,3,25
607,608,5069700,Jirka Borovec,/jirkaborovec,2020-05-11,EXPERT,0,0,4,25
